cloverID,cloverName,iParent,iSelectionName,iPrice,iListPrice,iStock,iSell
Q5S8MZAAVDS02,Roth Pearl Factory Pucker Pink 2oz,,,2990,,-1,1
5K8F8041B95VC,Roth Pearl Factory Bad Azzz Blue 2oz,,,2990,,-2,1
PPMPV3WY0QWN4,Roth PF DIAMOND Pearl Bastardly Blue 1oz,RPF100D,,2890,0,-7,1
8JF3HGKMEQ8WM,Roth PF DIAMOND Pearl Snocaine 1oz,RPF109D,,2890,0,-10,1
QG5NGAE49S058,Roth PF DIAMOND Pearl Gold Chain 1oz,RPF106D,,2890,0,-18,1
B5XVYKEA215B2,Roth PF DIAMOND Pearl Freekin' Fuschia 1oz,RPF103D,,2890,0,-4,1
JHAHMGSJDHH7G,Roth PF DIAMOND Pearl Twi-Lite Rose 1oz,RPF110D,,2890,0,-8,1
T4XV673MABCRW,Roth PF DIAMOND Pearl Gang Green 1oz,RPF105D,,2890,0,-12,1
7ZDCC3RXZKA1C,Roth PF DIAMOND Pearl Elixer 1oz,RPF113D,,2890,0,-1,1
KGXXMRJNV7G42,Roth PF DIAMOND Pearl Black-I-Blue 1oz,RPF101D,,2890,0,-2,1
618RCMWQTG3XR,Roth PF DIAMOND Pearl Galaxy Grenade 1oz,RPF104D,,2890,0,-6,1
6Z3APCF6YWFKY,Roth PF DIAMOND Pearl Wino 1oz,RPF112D,,2890,0,-2,1
6EFYHZQT63S5E,Roth PF DIAMOND Pearl Watson White 1oz,RPF111D,,2890,0,-7,1
8A9KMZTHX92TJ,Roth PF DIAMOND Pearl Blizz-erd 1oz,RPF102D,,2890,0,-6,1
V14DKJP76453A,Roth PF DIAMOND Pearl Lucky Seven 1oz,RPF107D,,2890,0,-4,1
HK0F877RJKAZJ,Roth PF DIAMOND Pearl Pur-A-Trator 1oz,RPF108D,,2890,0,-3,1
HG8X7TKE320TC,Roth PF DIAMOND Pearl Bastardly Blue 2oz,,,5690,,0,1
BRYPBJP3A6T66,Roth PF DIAMOND Pearl Snocaine 2oz,,,5690,,-1,1
K9WYWW37DFA4E,Roth PF DIAMOND Pearl Gold Chain 2oz,,,5690,,-1,1
5MJDE5GMMKGJW,Roth PF DIAMOND Pearl Freekin' Fuschia 2oz,,,5690,,0,1
YHAC182GVRSR4,Roth PF DIAMOND Pearl Twi-Lite Rose 2oz,,,5690,,0,1
TXFVWP2ND047G,Roth PF DIAMOND Pearl Gang Green 2oz,,,5690,,0,1
87FDHGPHBA3P2,Roth PF DIAMOND Pearl Elixer 2oz,,,5690,,0,1
SC3P4VF0ECPGT,Roth PF DIAMOND Pearl Black-I-Blue 2oz,,,5690,,0,1
9H1Y1BCZND8M6,Roth PF DIAMOND Pearl Galaxy Grenade 2oz,,,5690,,0,1
RJ86PBFX16NTJ,Roth PF DIAMOND Pearl Wino 2oz,,,5690,,-1,1
BK3H1TJP2P1CW,Roth PF DIAMOND Pearl Watson White 2oz,,,5690,,0,1
HEYAKVPPDX3CC,Roth PF DIAMOND Pearl Blizz-erd 2oz,,,5690,,0,1
MZH3STBKJMNZE,Roth PF DIAMOND Pearl Lucky Seven 2oz,,,5690,,0,1
3XFZM4691KFE2,Roth PF DIAMOND Pearl Pur-A-Trator 2oz,,,5690,,0,1
P88MZZEFCJM06,Roth PF SKITZO Pearl Finkster Green 1oz,,,2890,,0,1
QFCBTHSNVR4PY,Roth PF SKITZO Pearl Viper 1oz,,,2890,,0,1
SF37EN9SBZDDM,Roth PF SKITZO Pearl Toasted Roach 1oz,,,2890,,0,1
MCCFSVRPZVB5Y,Roth PF SKITZO Pearl Tail Dragger 1oz,,,2890,,0,1
7PXG7WDTFPHYY,Roth PF SKITZO Pearl Ko-Balls 1oz,,,2890,,0,1
J4BYPRANZ6ZWJ,Roth PF SKITZO Pearl Backstabber 1oz,,,2890,,0,1
V7VQS6FPCAGC8,Roth PF SKITZO Pearl Predator 1oz,,,2890,,0,1
WAHNMRQR0KJP4,Roth PF SKITZO Pearl Sitrick 1oz,,,2890,,0,1
Z8VQ9RR3KQNFM,Roth PF SKITZO Pearl Slammed 1oz,,,2890,,0,1
7W3BPV06QJ05M,Roth PF SKITZO Pearl Sunday Slacks 1oz,,,2890,,0,1
EA9ZA0496HQ04,Roth PF SKITZO Pearl Finkster Green 2oz,,,5690,,0,1
FQP2WS78RFR08,Roth PF SKITZO Pearl Viper 2oz,,,5690,,0,1
PNA33N2A483T8,Roth PF SKITZO Pearl Toasted Roach 2oz,,,5690,,0,1
FANDV3GQ1E266,Roth PF SKITZO Pearl Tail Dragger 2oz,,,5690,,0,1
YB1PZS00ZRRN2,Roth PF SKITZO Pearl Ko-Balls 2oz,,,5690,,0,1
W09TK84CQQAF6,Roth PF SKITZO Pearl Backstabber 2oz,,,5690,,0,1
9FBXR6RXT2NP4,Roth PF SKITZO Pearl Predator 2oz,,,5690,,0,1
QY01ANH41VQZ6,Roth PF SKITZO Pearl Sitrick 2oz,,,5690,,0,1
5YFY4HH5G4852,Roth PF SKITZO Pearl Slammed 2oz,,,5690,,0,1
Z1N1HXFNCD4NA,Roth PF SKITZO Pearl Sunday Slacks 2oz,,,5690,,0,1
GD6DC0SJ8AV74,Roth STANDARD Flake Beatnik Purple 4oz,RF119,,1699,0,-17,1
7HE5Y7R0QTQTJ,Roth STANDARD Flake Gang Green 4oz,RF111,,1699,0,-11,1
MRKPGXYB19SKR,Roth STANDARD Flake Surfite Silver 4oz,RF103,,1699,0,-18,1
041RV9024GCQ0,Roth STANDARD Flake Lime Squeezer *DISCONTINUED 4oz,,,1699,,-1,1
Q46YP3P4GNHAE,Roth STANDARD Flake Freakin' Fuschia 4oz,RF112,,1699,0,-10,1
7W7GVP7PWRPZ4,Roth STANDARD Flake Ruined Retina Red 4oz,RF105,,1699,0,-17,1
WRBHY3MT2HW9J,Roth STANDARD Flake Odd Ball Orange 4oz,RF107,,1699,0,-2,1
J15J9DFZFN78R,Roth STANDARD Flake Dog Pecker Pink 4oz,RF113,,1699,0,-15,1
25408EH281Z8Y,Roth STANDARD Flake Custard Pie 4oz,RF116,,1699,0,-20,1
8V6DA4Q5V3A4W,Roth STANDARD Flake Machine Gun Gray 4oz,RF108,,1699,0,-19,1
9JE4BD3HPE1HA,Roth STANDARD Flake Purp-A-Trater 4oz,RF106,,1699,0,-12,1
BPDT57FDZ30A6,Roth STANDARD Flake Ko-Balls 4oz,RF109,,1699,0,-6,1
7VW84E5G3QJKP,Roth STANDARD Flake Sublime Green 4oz,RF104,,1699,0,-14,1
QE9J9K7DFWRC8,Roth STANDARD Flake Tropi Cali 4oz,RF102,,1699,0,-14,1
5M9CZTMPDQPV6,Roth STANDARD Flake Greasy Black 4oz,RF110,,1699,0,-18,1
VPRYKT45TM1HJ,Roth STANDARD Flake Bad Azzz Blue 4oz,RF120,,1699,0,-13,1
BDXYPAXA24AQT,Roth STANDARD Flake Blue Balls 4oz,RF117,,1699,0,-3,1
Y334BQWPBYENJ,Roth STANDARD Flake Warm Beer 4oz,RF101,,1699,0,-8,1
CF1Z14AARG3QR,Roth STANDARD Flake Beaver Brown 4oz,RF118,,1699,0,-8,1
3NY7KQT2PVD9C,Roth Striping  Ace & Kali's Monster Green 4oz,RLE19,,875,0,-14,1
R5499AX1DBSYW,Roth Striping  Beatnik Purple 4oz,RLE18,,1075,0,0,1
HBD3BTMEA81HR,Roth Striping  Billet Proof Blue 4oz,RLE12,,959,0,-2,1
PZSWJWNFK05C6,Roth Striping  Blu Collar Blu 4oz,RLE07,,875,0,-4,1
Z8JXNEJR0FD5P,Roth Striping  Goblin Green 4oz,RLE24,,875,0,-7,1
606B3MX4CCMM0,Roth Striping  Smokin' Shutdown Brown 4oz,RLE16,,828,0,-6,1
YMASAVHRE3B6W,Roth Striping  Double Shot White 4oz,RLE17,,828,0,-16,1
W4BGV6EC86J4P,Roth Striping  Traditional White 4oz,RLE01,,828,0,-12,1
A4NZCQT1N562E,Roth Striping  Rata Feenk Green 4oz,RLE23,,828,0,-3,1
S2XH78FKJ9638,Roth Striping  Top Notch Maroon 4oz,RLE10,,875,0,-3,1
H3R396059T970,Roth Striping  Franco's Ibbity Bibity Black 4oz,RLE20,,828,0,-30,1
XDGK46A0DCT54,Roth Striping  Dead End Grey 4oz,RLE04,,839,0,-6,1
J2Y71TJ3ZGZ4C,Roth Striping  Dirty Donny's Rotten Yellow 4oz,RLE22,,975,0,-13,1
1WW6PFR20K5BW,Roth Striping  Gambino Gold 4oz,RLE03,,1175,0,-1,1
XH4A6T595MKQW,Roth Striping  Gear Head Silver 4oz,RLE05,,799,0,-9,1
1BC42D5KNAGHW,Roth Striping  Reno Red 4oz,RLE06,,1029,0,-7,1
5VBP0SHT9ZZEG,Roth Striping  Rodder's Orange 4oz,RLE14,,1025,0,-13,1
H7YHXT2A684S2,Roth Striping  Sacramento Vintage Ford Purple 4oz,RLE09,,1099,0,-9,1
J1Z2WCPK16ZSE,Roth Striping  Screamin' Pink 4oz,RLE13,,1025,0,-12,1
D75S307VZ2H9R,Roth Striping  Gordini Green 4oz,RLE11,,845,0,-4,1
TF7KS8N40387E,Roth Striping  Trophy Queen Ruby Bling 4oz,RLE21,,1556,0,-1,1
VDGWK0ZGMGE1C,Roth Striping  Blazen Red 4oz,RLE15,,1099,0,-18,1
EPKX2GZAEQ6EP,Roth Striping  Moon Yellow  4oz,RLE02,,898,0,-19,1
EKARX50QE6MBM,Roth TRIPPIN' Flake Window Pane 2oz,TRF222,,1790,0,-8,1
BHQJ9H4D1HS8E,Roth TRIPPIN' Flake Agent Orange 2oz,TRF202,,1790,0,-21,1
QFS496G3GM1W4,Roth TRIPPIN' Flake Mind Splitter 2oz,TRF211,,1790,0,-19,1
8RNFN80BFYYH4,Roth TRIPPIN' Flake Speedball 2oz,TRF217,,1790,0,-29,1
73H4DNMPYW3G6,Roth TRIPPIN' Flake Acid Trip 2oz,TRF201,,1790,0,-3,1
AB2PCX5597S8T,Roth TRIPPIN' Flake Twisted Purple 2oz,TRF220,,1790,0,-20,1
1CPF1QBVTVSNP,Roth TRIPPIN' Flake Cloud Nine 2oz,TRF204,,1790,0,-23,1
TXJT4WX0Z6MRR,Roth TRIPPIN' Flake Rothrageous Red 2oz,TRF214,,1790,0,-12,1
11SBFNDCB1G9A,Roth TRIPPIN' Flake Spina's Black Powder 2oz,TRF218,,1790,0,0,1
MSD85K3823N2P,Roth TRIPPIN' Flake Sea Sic Blue 2oz,TRF215,,1790,0,0,1
V472HGG8TC5WY,Roth TRIPPIN' Flake Glass House 2oz,TRF209,,1790,0,0,1
YW0E45SRXKS0P,Roth TRIPPIN' Flake Dangerous Blue 2oz,TRF206,,1790,0,-7,1
RWB6QQSCFRSSP,Roth TRIPPIN' Flake Toxic Tailfin 2oz,TRF219,,1790,0,-17,1
GDXD23J3VM386,Roth TRIPPIN' Flake Rattsberry 2oz,TRF213,,1790,0,-24,1
6T4B3D657CVE8,Roth TRIPPIN' Flake Uncle Bob Blooz 2oz,TRF221,,1790,0,-31,1
J94FV2F5H0B2A,Roth TRIPPIN' Flake Crystal Beth 2oz,TRF205,,1790,0,-2,1
P09QR2TNW5WPM,Roth TRIPPIN' Flake Ghetto Gold 2oz,TRF208,,1790,0,-7,1
E2605QNPZM74M,Roth TRIPPIN' Flake Overdose 2oz,TRF212,,1790,0,-25,1
T9KM27BT1A9P4,Roth TRIPPIN' Flake Finkster Green 2oz,TRF207,,1790,0,-17,1
3NYW2H566MZ5T,Roth TRIPPIN' Flake Juicy Pink 2oz,TRF210,,1790,0,-19,1
F9RBXEN98KS74,Roth TRIPPIN' Flake Bong Water Green  2oz,TRF203,,1790,0,-18,1
5J1B0H04FWGMW,Roth TRIPPIN' Flake Snocaine 2oz,TRF216,,1790,0,-30,1
CV44TK3K4203J,Devilbiss GTI 1 Liter Cup,,,8550,,0,1
8AM5FHA1AYG7R,DeVilbiss 24oz Disposable Cup / Lid 32ea,,,5995,,-19,1
72TF4XR3KVMV6,DeVilbiss DeKups Disposable Cup/Lid 9oz (32ea),,,5225,,-23,1
CZ40EMMBD9H22,Devilbiss DPC-14-K10 Coarse Filter,802106,,375,0,0,1
WJGG001KK1FPJ,Devilbiss DPC-17 K10 Fine Filter,802107,,375,0,-5,1
7Z9X21DAHWSB4,DeKups DPC-27-K10 Very Fine Filter (pack of 10),802108,,375,0,-1,1
58NYC7RWZB9SW,Devilbiss DeKups Disposable Funnels (24),802109,,795,0,-1,1
XG17ME4K1PCD8,DeVilbiss Measuring Guide 24oz,802194,,815,0,0,1
7HG10JH45H1PP,DeVilbiss Adaptor DPC-43,,,595,,0,1
V5ERD1AN2SCEE,Devilbiss Adaptor DPC-26,802201,,595,0,0,1
1JY30DCDCAR1G,DeKups Adaptor DPC-10 (Sata Jet),802203,,595,0,0,1
NCZP23KBN9MHJ,Dekups Adaptor DPC-13 (Sagola),802205,,595,0,0,1
BCEKEPY0AS0H2,DeKups DPC-6-K10 Plugs Pack of 10,8022132,,325,0,0,1
C894S648BJ64W,BXX-1279 Filters & Plugs Storage Case,802334,,1295,0,0,1
CFHKTQ8FD7HF6,DeKups Adaptor DPC-12-K1 (SATA QCC),,,795,,0,1
59PSRP8H9VX34,DGR-101 Devilbiss DAGR Airbrush Crown Cap,802613,,1325,0,-1,1
NZ60YPKRBX91C,DGR-103-35 DeVilbiss DAGR .35mm Air Cap,802615,,1225,0,-1,1
7VX5A2VPCHX3G,DGR-104 Devilbiss DAGR Airbrush Head Cap,802616,,1325,0,0,1
EY9Z436YTEERG,DGR-105-35  Devilbiss DAGR .35mm Fluid Nozzle,802618,,1995,0,-15,1
4PQJB7PTXVZWJ,DGR-106K  DeVilbiss Dagr Packing & Nut Assembly Teflon,802619,,1595,0,0,1
BRCAQF3T9Z1YA,DGR-107 DeVilbiss Dagr Air Valve Casing,802620,,1125,0,0,1
GG30C65FH0HPP,DGR-108K Devilbiss DAGR Airbrush Air Valve Kit,,,1595,,0,1
HPPFKR5VXQESA,DGR-109 Devilbiss DAGR Airbrush Trigger Assembly,,,1495,,0,1
0AZCRKHNASJ0R,"DGR-110K DeVilbiss DAGR Needle Guide, Rocker & Spring",802623,,1825,0,0,1
1QM3BSFQEEM18,DGR-111 Devilbiss DAGR Spring Guide,802624,,995,0,0,1
4ZWFWE1ZZ7MVT,DGR-112 DeVilbiss DAGR Needle Locknut,802625,,650,0,0,1
YAWZMCSEHXN9A,DGR-113-35  DeVilbiss DAGR .35mm Fluid Needle,802627,,1295,0,-6,1
NKVC8QH8VCB92,DGR-114 DAGR Cutaway Pre-Set Handle,802628,,3495,0,0,1
1VJTDNBS21M1P,DGR-116 Devilbiss DAGR Pre-Set Needle Knob,802630,,995,0,0,1
NTPAYTTNCJH5E,DGR-117 DeVilbiss DAGR 1/4 fl.oz Cup/Lid,802631,,2495,0,0,1
SB79JJFW7MS26,DGR-118 DeVilbiss DAGR 1/3 fl.oz Cup/Lid,802632,,2695,0,-1,1
5CZ33GVRF9B9W,DGR-119 DeVilbiss DAGR 1/2oz (14cc) Cup & Lid,802633,,2695,0,-1,1
TNNANX2QEC26C,DGR-120 DeVilbiss DAGR Cup Lid,,,895,,0,1
1ZEC9QAGY72SR,"DGR-121K Devilbiss DAGR Airbrush Repair Kit (#'s 5,9,17 & 22)",802635,,1450,0,-2,1
4D8XN67Q8868R,DGR-122K DeVilbiss DAGR Trigger Buttons Pack of 4,,,1895,,0,1
7TFEM7FTAJE4T,DGR-123 DeVilbiss DAGR 10' Airbrush Hose,,,3095,,-2,1
XE9S62Y97386C,DGR-124 DeVilbiss DAGR 10' Hose w/ Quick Disconnect,,,4995,,0,1
3QH890PQ8TBA4,DGR-125 DeVilbiss DAGR 20' Hose,,,4195,,-2,1
AVBQ24AMXZSN0,DGR-126 DeVilbiss Dagr 20' Hose with Quick Disconnect,,,6150,,0,1
J502XN8SQW9JP,DGR-127 DeVilbiss Dagr Quick Disconnect Set,802845,,1995,0,-1,1
JMVYQRT5FCA1E,DGR-128-K2 Devilbiss Dagr Male Quick Disconnect 2pk,802846,,1195,0,-4,1
TS0X1Q0WR6MTR,DGR-129 Devilbiss DAGR Airbrush Adapter-PAASCHE,802847,,525,0,0,1
FGPQ0RJ21YRAM,"DGR-140 Devilbiss DAGR Airbrush Regulator, Gauge, Moisture Trap & Hanger",,,5995,,0,1
KFTM47G1YN45Y,DGR-131 Devilbiss DAGR Airbrush Adapter-BADGER,802938,,595,0,0,1
86AH8ZGZ4DB1J,DGR-132 Devilbiss Airbrush Holder,,,2995,,0,1
NM940YCQBEN2Y,Devilbiss Waterborne Gravity Gun (CVI-620GW),802949,,62920,0,0,1
NMAA0W63GH7PG,The Kustom Kombo DeVilbiss,802993,,38900,0,0,1
07EQ35G2QMDWE,Devilbiss Adaptor DPC-501 (Sata Full Size/QCC),803237,,945,0,-1,1
5XBN0448B00G0,Devilbiss SRI-Pro Spot RepairGun/Cup Kit,,,34500,,0,1
BG2XQ9XTS9MGP,DeVilbiss Finishline Spray Gun Set,,,18900,,0,1
BF45WVK49D4CG,Devilbiss DAGR .35mm Fluid Nozzle,,,1995,,0,1
PWDBPEN8SBWF0,Devilbiss DAGR Packing Nut & Assembly,,,1195,,0,1
85B1F74GJYFBC,"DeVilbiss DAGR Needle Guide, Rocker & Spring",,,1495,,0,1
M306QCB45XQQ4,DeVilbiss DAGR 1/4oz Cup w/Lid,,,2495,,0,1
T82GHBKE8TWQW,DeVilbiss DAGR 1/3oz Cup w/Lid,,,2695,,0,1
XMMBGJD3RWN14,Devilbiss DAGR Cup Lid,DGR-120,,795,0,0,1
33NS804WNP8NW,DeVilbiss DAGR Repair Kit,,,1195,,0,1
AMB55N9EW65AE,Devilbiss DAGR Airbrush Trigger Buttons,DGR-122K,,1495,0,0,1
YDBCGSTN2TPYT,Devilbiss DAGR 10' Airbrush Hose,DGR-123,,2395,0,0,1
K9MVDB6YJHFAR,Devilbiss DAGR 10' Hose W/ Quick Connect,,,3295,,0,1
MV5ZWNKNAS7CP,Devilbiss DAGR 20' Airbrush Hose W/ Quick Connect,,,3995,,0,1
S5R1R76VN7TPM,Devilbiss DAGR to Paasche Adapter,,,450,,0,1
9JWFECSRNS0PR,Devilbiss Airbrush Holder,DGR-132,,2995,0,0,1
6Z8X896FBJA64,Devilbiss Gotta Have Em Set 3,DGR-133,,3995,0,0,1
76PNKT2Y3G54W,Devilbiss Gotta Have Em Set 2,DGR-134,,3395,0,0,1
2ZQ3XA5P4RWTJ,Devilbiss GOTTA HAVEM Mini Stencil Set,DGR-135,,3395,0,0,1
35Y5F4ZSS6CTR,Devilbiss Pastrana on Fire Template,DGR-136,,3995,0,0,1
44G389D7YCCFW,Devilbiss Six Pack of Skulls Set 1,DGR-137,,6295,0,0,1
855JM8Q5GWSDY,Devilbiss Six Pack O'Skulls Set 2,DGR-138,,6295,0,0,1
QB2G2VTXEJB4C,Devilbiss Kewl Metal FX by Scott MacKay,DGR-139,,3995,0,0,1
PZYFFT1MMG1FP,"Devilbiss Regulator/Filter, Moisture Trap",DGR-140,,5995,0,0,1
KR5KEFMVERERP,Devilbiss DAGR Parts Pack,DGR-401,,14995,0,0,1
KVFZBPGB1J6PP,DeVilbiss DAGR Gravity Feed  Airbrush .35mm (802609),DGR-501G,,21750,0,-3,1
VD4Q2Z3NNRAG6,Devilbiss Air Blade 1/8hp Compressor (802612),DGR-518,,20995,0,-1,1
TNJY5NV7EH994,"DeVilbiss DAGR Airbrush, 1/8 hp Compressor (802610)",,,29900,,0,1
HF5WTMCRA7RYC,"Devilbiss DAGR Airbrush, 1/6HP Compressor, Hose (802844 ) *DISCONTINUED",,,38900,,0,1
MMD6Z26AHZYAA,Devilbiss DAGR Kit w/ 10' Hose & 1/2 oz cup,DGR-603,,22495,0,0,1
CPNRP8PEYTTG2,DeVilbiss Adapter DPC-10 (Sata NR2000/RP),,,695,,0,1
YRD0640KEPDP6,DeVilbiss Adaptor DPC-11 (SATA NR95/Iwata),,,1295,,-7,1
T51SX3XHBJ1A4,Devilbiss Disposable Funnel 24/Sleeve,,,613,,-1,1
8WXQZG2S0KFCJ,Devilbiss Filter Very Fine 10/pk,,,280,,0,1
NXVMM1H0YN1GP,DeKips Adaptor DPC-31 Adapter (Finish Line 2/3),,,1224,,0,1
A99EDPCAZXG1J,DeKups Adaptor DPC-52  (Sata Mini Jet),,,645,,0,1
NRDBNNFSR5KJM,DeKUps Adaptor DPC-64 (Starting Line),,,649,,0,1
9NJH3HV7CRPZA,DeVilbiss Fluid Tip 1.2 GTI,,,6355,,0,1
BMSXD86MEDCYY,DeVilbiss Fluid Tip 1.3,,,6355,,0,1
AE8FNNE99NW2P,Devilbiss GTI Baffle Seal Kit (5pc.),,,1735,,0,1
8PMBQ4098EWHG,DeVilbiss Retaining Ring,,,11625,,0,1
9H01SB0P1YCZE,DeVilbiss Baffle Assembly,,,6465,,0,1
YYBP94J765QH6,"Devilbiss 10' Smooth Cover 5/8"" spray Gun Hose w/ 1/4"" nps",,,2295,,0,1
0TFC8R11D44R4,"Devilbiss 15' Smooth Cover 5/8"" Spray Gun Hose w/ 1/4"" nps",,,2600,,0,1
Z3K67MA8969FG,"Devilbiss 20' Smooth Cover 5/8"" Spray Gun Hose w/ 1/4"" nps",,,3095,,0,1
6NK9V7S9A9J4E,"Devilbiss 25' Smooth Cover 5/8"" Spray Gun Hose w/ 1/4"" nps",,,3600,,0,1
0P090HC8X8XAC,"Devilbiss 50' Smooth Cover 5/8"" Spray Gun Hose w/ 1/4"" nps",,,5995,,0,1
NFH057S6YR360,Devilbiss In Line Filter For Spray Guns,HAF-507,,1308,0,-17,1
RE2WGAXC7KCMG,Devilbiss In Line Filter For Spray Guns 2PK,,,1999,,-1,1
VHV251ND69FA4,"Devilbiss EGA, EGHC Repair Kit * SPECIAL ORDER",,,3155,,0,1
K092D0V25GM08,Devilbiss Connector Assembly 240018,,,1280,,0,1
PFT1NK2XR5KG6,Devilbiss Connector Assembly 240019,,,1280,,0,1
ZNZB1EZ4N5YZP,Devilbiss Q.D. Coupler 1/4,,,3075,,0,1
FG8472F3Y9YQJ,Devilbiss Q.D. Hose Connect,,,3075,,0,1
SKB7RY5VR752M,"Devilbiss Hose Connector 1/4""NPS Female",,,710,,0,1
YF8XXZN1YM12E,DeVilbiss SRI Spot Repair HVLP *DISCONTINUED,SRI,,22995,0,0,1
4JW5YJ059FTJY,DeVilbiss SRI Pro Spot Repair Gun / Cup 1.0,,,25560,,-1,1
G89CR42BC3APA,DeVilbiss SRI Pro SPOT REPAIR GUN HS1TS1 1.0  (803311),,,38665,,0,1
KC6X45VZHGZF8,Gerson Tack Rag Sheet White,020001W,,99,0,-15,1
HBJH49341JK60,Gerson Tack Rag Sheet Blue,020001B,,99,0,-30,1
F1MCEBVEJQ3G8,Gerson Tack Rag 12/box White,020001W-B,,850,0,-35,1
WB2Q10MG05RQY,Gerson Tack Rag 12/box Blue,020001B-B,,850,0,-50,1
T24MTEBGD4SGA,Gerson Tack Rag Sheet BLEND PREP Blue,,,150,,-14,1
GPNX25YXFSKQA,Gerson Tack Rag 12/box BLEND PREP Blue,020008C-B,,1095,0,-33,1
9NMXHVNT1WZF2,5 Star Xtreme Krystal Klearkote,5914,,1110,0,0,1
TRTQ0TJVFJR9E,5 Star Xtreme Rubberized Undercoating (CA Compliant),5981C,,835,0,0,1
DTX5GZ29WQG6G,5 Star Xtreme Wax & Grease Remover,5901,,985,0,0,1
EA8KW55P4Q984,5 Star Xtreme Blend Away Solvent,5913,,1135,0,-1,1
FAQ81X96Z7JFT,SEM EZ Coat DTM Black Aerosol 16oz,,,1599,,-12,1
CM6QVR4VH0AFW,SEM EZ Coat DTM Gray Aerosol 16oz,,,1599,,-3,1
H64P56FN06KPP,SEM 1K HS Clear Aerosol 16oz,,,0,,0,1
W92TQQQRRDT96,SEM 1K HS Clear Aerosol 20oz,40903,,2399,0,-42,1
C463W4Z5DDC6G,SEM HIgh Build Primer/Surfacer,42013,,2277,0,-151,1
5S81AAPTJMHXY,SEM Self Eching Primer Aerosol 16oz,,,2099,,0,1
A9H4VSJ3YT132,SEM Guide Coat Black Aerosol 16oz,,,875,,-41,1
G5GED0VTYKRNE,SEM Flexible Primer/Surfacer 13oz,39133,,1625,0,-7,1
AD5PP6VG3X7CP,SEM Plastic & Leather Prep 32oz,,,2599,,0,1
BSCCJ7Y2Y5MDR,SEM Solve Aerosol 14.75oz,38373,,1099,0,-25,1
A4MKN8MZPJHRM,SEM Flexible Primer/Surfacer 32oz,39134,,4199,0,-3,1
XR56HNJ2DJ0E8,Bulldog Adhesion Promoter,QTP0123,,4290,0,-33,1
PEF00E7NQQSB4,Yellow Spreader LARGE 5,,,75,,-13,1
8JWH3JZ5VDAQ2,Yellow Spreader JR 2½,,,37,,-6,1
8D5GH5HXVY58E,"Yellow Spreader JR 2½"".",,,37,,0,1
BYMB1JNAMZ5TE,Quick Mix Sheets,1800,,1836,0,0,1
ZWE0KX2R8VYCJ,Nitro-Stan Red Spot Putty,9001-T,,1196,0,-31,1
SDBM7879K4CPJ,Evercoat Metal Glaze 32oz,,,5401,,-3,1
S39D5N3W8ZPAW,Evercoat Metal Glaze 24oz,,,4284,,-2,1
HRJ4GJAS9GH9M,3M PLatimum Plus Filler Gallon,,,6007,,-2,1
DNTZYCTJT8EB0,Klean Strip Naked Gun Spary Gun Paint Remover  Gallon,,,4183,,-1,1
8FE8VWAQMZBZY,Klean Strip Aircraft Professional Paint Remover Gallon,,,6745,,-7,1
85ACRPE7ASYG2,SEM Rust-Mort Gallon,,,9851,,-1,1
DNRMMJ7PYGHS2,SEM Rust-Mort 16oz,,,1975,,0,1
M825J6BX907A8,Final Sand 8oz,FSPB,,872,0,0,1
TQGAZNSMZE5TE,Q-Bond Lage Repair Kit,,,4295,,0,1
DDE8Y4MNVGH9J,Q-Bond Small Repair Kit,,,1795,,0,1
VZQRH4N46C84Y,Duraglas 32oz,2403,Quart (24035),2341,,0,1
HE3WC3VDD2TNW,Duraglas Gallon,2403,Gallon (24030),6553,,-5,1
R28EMQT3FZ5CW,Fiberglass Mat 8/Sqft,688,,1177,0,0,1
8Z280098PTPCA,Fiberglass Cloth,699,,677,0,0,1
4GZZ3XSBQ5E2W,Fiberglass Resin 32oz,,,2466,,0,1
H5J1ZWTQH40JW,Dyna Grip Powder Free Nitrile Gloves L,,,1701,,0,1
T2THVS415A4Q6,Dyna Grip Powder Free Nitrile Gloves M,,,1701,,-3,1
8EBKY3HBTFY44,Dyna Grip Powder Free Nitrile Gloves XL,,,1701,,-1,1
CHBK7T1PPARY4,Raven Powder Free Nitrile Gloves Black M,,,3815,,-36,1
JZPADWH80KVXG,Raven Powder Free Nitrile Gloves Black L,,,3815,,-6,1
J0V0XG55H1X6E,Raven Powder Free Nitrile Gloves Black XL,,,3815,,-11,1
DYEXVRDM9C9AC,"Durablock 6"" Dual High Speed Action Sander",,,5995,,0,1
QEGF1EC0V6052,Dura-Block JITTERBUG Random Orbital Sander,,,4997,,0,1
C8JGDTKCMYJXP,"3M 6"" Hookit Clean Sand Painters Backup Pad PURPLE (SOFT).",,,5554,,0,1
ZCWQ6Z9ZSM7VT,"3M 6"" Hookit Clean Sand Dust Free Pad YELLOW (MEDIUM).",,,6046,,0,1
SCR1E891N7JKR,"3M 6"" Hookit Clean and Soft Interface Pad ( FOAM GRAY).",,,1500,,-2,1
DZQ6JCQV3BFFT,"Airvantage 6"" Random Orbital Sander (Non-Vacuum)",,,18200,,0,1
Q04FZ6JW48QCY,"3M 6"" Low Profile HookIt Pad",,,4089,,0,1
0JNPTQQYR1356,Dura-Block Straight Line Sander,,,10995,,0,1
0422KMQ4YAABA,Astro 7pc Body & Fender Set,,,4895,,0,1
